Project,Location,Foundation Date,Classification,Likely Reason,Suggested Action,Raw Rows (same proj+loc),Raw Rows With Start Date,Raw Min Start Date,Raw Location Variants,Raw Line Variants,Daily Rows (same proj+loc),Daily Rows With Start Date,Daily Min Start Date,Daily Line Variants,Project DPR File (latest)
TB 507,125/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,125/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,125/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,126/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,13/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,154/1A,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,154/1B,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,154/2A,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,154/2B,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,155/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,156/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,157/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,2/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,2/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,2/1 A,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,2/1B,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,2/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,2/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,2/4,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,2/5,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,3/0A,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,3/0B,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,3/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,3/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,3/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,3/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,3/4,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,3/5,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,4/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,4/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,4/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,4/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,4/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,4/4,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,4/5,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,48/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,5/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,5/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,5/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,51/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,51/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,56/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,56/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,56/4,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,56/5,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,57/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,58/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,59/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,6/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,6/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,6/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,62/4,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,62/5,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,63/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,64/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,64/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,64/4,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,64/5,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,64/6,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,66/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,66/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,69/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,7/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,71/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,71/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,72/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,74/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,8/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,8/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,8/4,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,86/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,87/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,87/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,87/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,88/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,89/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,91/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,94/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,95/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,96/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,96/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,98B/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,98B/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,99/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,99/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,99/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,99/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,99/4,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,99A/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,99C/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 507,99C/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 507 [MAIN] - DPR - 2026-05-19.xlsx
TB 605,102/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 605 - DPR - 2026-05-19.xlsx
TB 605,106/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 605 - DPR - 2026-05-19.xlsx
TB 605,122/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 605 - DPR - 2026-05-19.xlsx
TB 605,135/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 605 - DPR - 2026-05-19.xlsx
TB 605,136/4,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 605 - DPR - 2026-05-19.xlsx
TB 605,137/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 605 - DPR - 2026-05-19.xlsx
TB 605,138/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 605 - DPR - 2026-05-19.xlsx
TB 605,138/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 605 - DPR - 2026-05-19.xlsx
TB 605,139/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 605 - DPR - 2026-05-19.xlsx
TB 605,142/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 605 - DPR - 2026-05-19.xlsx
TB 605,144/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 605 - DPR - 2026-05-19.xlsx
TB 605,152/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 605 - DPR - 2026-05-19.xlsx
TB 605,153/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 605 - DPR - 2026-05-19.xlsx
TB 605,159/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 605 - DPR - 2026-05-19.xlsx
TB 605,159/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 605 - DPR - 2026-05-19.xlsx
TB 605,17/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 605 - DPR - 2026-05-19.xlsx
TB 605,18/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 605 - DPR - 2026-05-19.xlsx
TB 605,20/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 605 - DPR - 2026-05-19.xlsx
TB 605,21/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 605 - DPR - 2026-05-19.xlsx
TB 605,22/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 605 - DPR - 2026-05-19.xlsx
TB 605,22/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 605 - DPR - 2026-05-19.xlsx
TB 605,22/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 605 - DPR - 2026-05-19.xlsx
TB 605,23/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 605 - DPR - 2026-05-19.xlsx
TB 605,23/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 605 - DPR - 2026-05-19.xlsx
TB 605,29/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TB 605 - DPR - 2026-05-19.xlsx
